target_id	length	eff_length	est_counts	tpm
Y110A7A.10	1787	1556.2	2	27.0993
F27C8.1	1940	1761	0	0
F07C3.7	1728	1549	0	0
F52H2.2	1739	1519.92	1	13.873
T13A10.10a	1734	1555	0	0
T13A10.10b	1598	1419	0	0
C55C2.5a	1840	1661	0	0
C55C2.5b	1606	1427	0	0
C55C2.5c	1671	1492	0	0
C55C2.5d	1618	1439	0	0
T11F9.4a	1765	1586	0	0
T11F9.4b.1	1684	1505	0	0
T11F9.4b.2	1784	1605	0	0
F54D12.3	1503	1324	0	0
F28F9.4	1452	1273	0	0
Y53H1C.1a	2022	1834.62	4.83445	55.5641
Y53H1C.1b	1958	1776.93	0	0
C50F2.9	258	79.3918	0	0
C50F2.10	414	235	0	0
F54B8.5	270	91.1266	0	0
Y38H6C.22	381	202	0	0
T22H6.5	484	305	0	0
T22H6.7	646	467	0	0
M79.1a	4081	3883.79	3.51065e-07	1.906e-06
M79.1b	4012	3812.61	0.184521	1.02051
M79.1c	3997	3805.1	0.815478	4.51896
C24F3.5a	4715	4536	0	0
C24F3.5b	4726	4547	0	0
F12B6.1a	6670	6491	0	0
F12B6.1b	6559	6380	0	0
Y39D8C.1	5545	5366	0	0
Y53C10A.9	4724	4545	0	0
AC3.3	1403	1224	0	0
F19G12.7	1719	1540	0	0
F31A3.1	729	550	0	0
Y5H2A.3	1020	841	0	0
Y105C5A.4	1008	829	0	0
C03A7.7	1174	995	0	0
C03A7.8	1317	1138	0	0
C03A7.14	1525	1346	0	0
R09F10.2	1137	958	0	0
F35A5.3	1271	1092	0	0
T01D1.6	1273	1094	0	0
W09B12.1.1	1984	1805	0	0
W09B12.1.2	2525	2346	0	0
Y44E3A.2	1995	1819.53	2	23.1773
Y48B6A.8	2168	1989	0	0
Y48B6A.7	1930	1751	0	0
C42D8.5a	3282	3100.76	1	6.80024
C42D8.5b	1560	1381	0	0
ZK455.1	3072	2885.68	13	94.9921
F54H12.1a	2709	2511.95	20	167.885
F54H12.1b	2365	2176.36	0	0
F54H12.1c.1	2500	2305.68	0	0
F54H12.1c.2	2562	2363.93	0	0
K11G12.2	1888	1709	0	0
K11G12.7	1660	1481	0	0
K03F8.2	1800	1621	0	0
ZK973.5	1666	1487	0	0
T09A5.3	1692	1513	0	0
ZC504.2	1758	1579	0	0
C40C9.2	1909	1730	0	0
R02E12.8	1680	1501	0	0
D2092.3	1445	1266	0	0
R01E6.4	1926	1747	0	0
T05C12.2	1595	1416	0	0
F25G6.4	1506	1294.56	1	16.2881
F25G6.3a	1797	1618	0	0
F25G6.3b	2176	1997	0	0
F53E10.2a	1359	1180	0	0
F53E10.2b	1616	1437	0	0
F28F8.1	1617	1438	0	0
C31H5.3a	1858	1679	0	0
C31H5.3b	1841	1662	0	0
R06A4.10a	1702	1523	0	0
R06A4.10b	1693	1514	0	0
R06A4.10c	1841	1662	0	0
F27B3.2	1410	1231	0	0
F48E3.7	1435	1256	0	0
F59B1.9	1718	1539	0	0
T04C12.6.1	1264	1121.63	0	0
T04C12.6.2	1366	1227.84	54.1138	929.303
T04C12.6.3	1346	1205.1	14.2915	250.062
T04C12.6.4	1277	1137.08	74.0933	1373.98
T04C12.5.1	1321	1168	0	0
T04C12.5.2	1335	1182.74	311.05	5545.38
T04C12.4.1	1480	1315.55	0	0
T04C12.4.2	1564	1402.49	81.0232	1218.15
T04C12.4.3	1559	1396.07	0	0
M03F4.2a	1672	1533.69	11.4744	157.756
M03F4.2b.1	1599	1455.26	0	0
M03F4.2b.2	1603	1459.03	0	0
M03F4.2b.3	1606	1462.92	0	0
M03F4.2b.4	1596	1452.13	0	0
M03F4.2b.5	1541	1400.02	5.95376	89.6703
M03F4.2b.6	1576	1433.16	3.08845e-07	4.54401e-06
M03F4.2c	1633	1490.6	0	0
T25C8.2.1	1343	1164	0	0
T25C8.2.2	1344	1165	0	0
F17C8.1	4068	3889	0	0
C10F3.3	3343	3164	0	0
C44F1.5	4064	3885	0	0
T01C2.1	3269	3090	0	0
F39C12.2a	2213	2034	0	0
F39C12.2b	2525	2346	0	0
F39C12.2c	2428	2249	0	0
F39C12.2d	2049	1870	0	0
F39C12.2e	2611	2432	0	0
F57F5.4a.1	1990	1811	0	0
F57F5.4a.2	2032	1853	0	0
F57F5.4b	1052	873	0	0
C04A11.4	3227	3026.56	2	13.9339
ZK154.7	2342	2149.95	2	19.6152
H15N14.1c	3023	2841.55	11.809	87.6298
H15N14.1d	2851	2672	0	0
H15N14.1e	2794	2615	0	0
H15N14.1f	3119	2923.51	0	0
H15N14.1g	370	194.673	0.190971	20.685
T20H4.4	1697	1467.8	6	86.1938
Y50D7A.7	1886	1735.97	1	12.1465
C02B4.1	4802	4623	0	0
F08C6.1a.1	3788	3609	0	0
F08C6.1a.2	3910	3731	0	0
F08C6.1b	1163	984	0	0
F08C6.1c.1	3027	2848	0	0
F08C6.1c.2	3149	2970	0	0
D2030.10a	3221	3042	0	0
D2030.10b	3222	3043	0	0
T14B1.2	1220	1041	0	0
C02H7.3a	4574	4395	0	0
C02H7.3b	4428	4249	0	0
F32A7.6	1780	1601	0	0
Y87G2A.4	946	767	0	0
B0334.8	3766	3565.02	5	29.5733
F32A6.4a	2137	1934.56	0.999965	10.8992
F32A6.4b	2166	1962.5	3.48534e-05	0.000374478
F32A6.4c	375	196	0	0
Y62E10A.5a	598	424.024	3	149.184
Y62E10A.5b.1	579	405.108	0	0
Y62E10A.5b.2	574	397.408	0	0
F09E5.13	1231	1001.19	1.799	37.8884
C25A1.11a	1605	1368.09	2	30.8252
C25A1.11b	1599	1420	0	0
C41G7.5a	1841	1662	0	0
C41G7.5b	1803	1624	0	0
F58E10.4	1059	839.275	1	25.124
K07C11.2.1	1343	1126.9	19	355.519
K07C11.2.2	1421	1197.21	0	0
B0207.4	1121	926.422	10	227.606
C25A11.4a	4737	4558	0	0
C25A11.4b	2842	2663	0	0
C25A11.4c	3829	3650	0	0
C25A11.4d	4614	4435	0	0
C25A11.4e	3084	2905	0	0
D1022.7a.1	4264	4085	0	0
D1022.7a.2	4305	4126	0	0
D1022.7b.1	4279	4100	0	0
D1022.7b.2	4317	4138	0	0
D1022.7c.1	1953	1774	0	0
D1022.7c.2	1991	1794.4	1	11.7509
C12D8.10a	2119	1900.01	0	0
C12D8.10b	2134	1912.43	0	0
C12D8.10c	1996	1770.3	4	47.6437
F28H6.1a	2002	1800.55	1	11.7108
F28H6.1b	2381	2153.44	0	0
F48F7.1a	4587	4443.89	6	28.4695
F48F7.1b	4968	4822.44	0	0
T07D3.7a	3247	3187.74	1.07469e-08	7.10875e-08
